Categorie;Inhoud 1;Inhoud 2;Inhoud 3;
Onderwijs, Jeugd en Zorg;Wal en schip<br /><br />26 februari 2015 heeft mevrouw een brief ontvangen van het CAK mbt de WTCG om de gegevens door te sturen met een antwoordkaart. Mevrouw heeft de kaart 4 weken later opgestuurd maar deze is nooit aangekomen bij het CAK, zie heeft het CAK namelijk vandaag hierover gesproken en kan hierdoor geen aanspraak meer maken op de regeling (CER). Kan zij bij uitzondering alsnog in aanmerking komen voor de regeling?;Nee;Schriftelijk;
Onderwijs, Jeugd en Zorg;Vorig jaar (of langer) hadden we op ons pleintje een paar speeltoestel o.a. een basketbalpaal die is vorig jaar weg gehaald i.v.m. renovatie van Tuil uilenspiegelschool. Veel kinderen in de buurt speelden ermee. En ook mijn zoon. Mijn zoon vindt het heel erg dat de basketbalpaal weg is gehaald. Want hij vindt basketballen heel erg leuk. Ik merk dat hij nu vaker thuis ziet achter de computer. Ik wil graag dat de basketbalpaal tijdelijk ergens anders op het pleintje komt te staan. We hebben genoeg plek op het plein. Ik wil dat de kinderen van de buurt weer kunnen basketballen. Ik heb paar keer een melding hiervan gedaan. Maar ik vind dat ik niet goed geholpen ben. Mijn vraag is kan de basketbalpaal ergens anders verplaats worden?;Nee;Schriftelijk;
Onderwijs, Jeugd en Zorg;Klant kan haar eigen bijdrage praktisch niet opbrengen. Ze moet per maand  13,00 betalen ( 390,00 per jaar) en ontvangt geen eenmalige bijdrage voor chronisch zieken meer ( 300,00 per jaar);Schriftelijk;Nee;
Onderwijs, Jeugd en Zorg;Mijn inkomen ligt op het minimum waardoor ik recht heb op een stadspas. Nu moet ik elk jaar een stadspas aanvragen. Dit betekent dat ik elk jaar de eerste maanden wacht op een beslissing en hierdoor twee schoolvakantie zonder zit. Dit betekent dat ik elk jaar maar 5 a 6 maanden gebruik kan maken van deze voorziening.  ;Nee;Telefonisch;
Onderwijs, Jeugd en Zorg;Onderbuurvrouw doet klacht dat er niet snel genoeg gehandeld wordt bij een onder buurvrouw die dement is.;Betreft huisplaasting in bejaardentehuis.;Nee;
Onderwijs, Jeugd en Zorg;Al vanaf november 2014 (kan iets eerder of later zijn geweest) hebben wij problemen met connexxion leerlingenvervoer. Onze vaste chauffeur ging studeren en hierdoor was er geen vaste chauffeur meer. Hierdoor is mijn zoon al meerdere keren niet opgehaald, te laat opgehaald (heb nog 2 kinderen die ik naar school moet brengen), rijden er chauffeurs veel te hard door de straten (onveilig), helpen de kinderen niet mee in- en uitstappen en blaffen ouders af. Ik dien zo ongeveer wekelijks telefonisch een klacht in en daar wordt weinig mee gedaan. Als u zou bellen met de directrice van de van Detschool, Merel Eekman, kan zij u vast en zeker nog wel meer vertellen daar er ongetwijfeld meerdere ouders klagen over dit vervoersbedrijf.;Onderzoek doen naar de klachten die ouders hebben over Connexxion leerlingenvervoer. Daar wordt niks mee gedaan en de lage lonen voor de chauffeurs werken vast mee aan de wisselende chauffeurs.;Nee;
Onderwijs, Jeugd en Zorg;Tussen Wal en Schip;Cl. waar het om gaat heeft BW nodig en dat duurt misschien een jaar. Cl. is nu in een psychiatrisch ziekenhuis en kan daar niet blijven. Is met psychose opgenomen op 19 maart 2015 op gesloten afdeling. Momenteel is cl. op een open afdeling, Men is van mening dat zij dan wel bij de Maatschappelijke Dienstverlening terecht kan, maar dat zien de psychiater en de contactpersoon niet zitten. Wanneer cl. in de Maatschappelijke Dienstverlening terecht komt, dan is ze dakloos en is er geen controle op het innemen van medicijnen, wat psychoses tot gevolg kan hebben.<br />Cl. zou intussen eigenlijk in een instelling moeten verblijven (Vervolgkliniek) waar ook toezicht is, maar deze instelling vindt dat cl. goed genoeg is om in de Maatschappelijke Dienstverlening terecht te komen.;Nee;
Onderwijs, Jeugd en Zorg;Nee indicatie voorschool door ouder en kindcentrum voor mijn zoontje.;Het bieden van een Ja idicatie voor mijn zoon.;Nee;
Onderwijs, Jeugd en Zorg;Wij doen als familie de 24 uurszorg voor mijn zusje.Ze heeft dankzij de toeslagenwet een wao op sociaal minimum.Daarom kreeg ze altijd automatisch de stadspas.Dit jaar niet.Ik opnieuw aanvragen.Jullie stuurde zelf twee keer de verkkerde formulieren die ik wel steeds met een stapel kopieen terugstuurde in de bijgevoegde enveloppen.De derde poging opnieuw kopieen in de bijgevoegde envellop.toen kreeg ik een brief  dat ik uitstel kreeg met inleveren van formulieren.Ik doe de post altijd een dag later retour en had dat allang gedaan.ik dacht zeker elkaar gekruist.Vandaag kreeg ik afwijzing stadspas omdat ik de formulieren niet op tijd heb teruggestuurd.Dit heb ik zeker een maand geleden al naar jullie teruggestuurd in de bijgevoegde enveloppe.;Heel goed in de post zoeken.Toen ik voor de derde keer het juiste formulier van jullie kreeg heb ik dit de volgende in de bijgevoegde formulier teruggestuurd van jullie.Dat is weken geleden en ver voor de deadline van 12 mei;Nee;
Onderwijs, Jeugd en Zorg;Klant krijgt geen compensatie eigen bijdrage CAK voor hulp bij huishouden. Bedrag is  26,-- per maand;Bijzondere Bijstand;Nee;
Onderwijs, Jeugd en Zorg;2015-0335906 is nog geen antwoord, dan wel reactie op gekomen. Aanvullend.... Ondanks dat de CITO niet meer bepalend mag zijn voor een plaatsing op een VO school, wacht de gemeente op de CITO uitslagen en krijgen de kinderen pas in de 2e week van juni! de definitieve plaatsing te horen. ;Ja;19-2-2015;
Onderwijs, Jeugd en Zorg;moeder verzorgt haar gehandicapte zoon, waarvoor zij pgb ontvangt. Dit is haar inkomen. Alle papieren zijn door svb goedgekeurd, maar mw. wacht al sinds januari op geld. ze kan huur, energie en zorgverz. niet meer betalen.;mw. ondersteunen zodat ze snel geld krijgt.;Nee;
Onderwijs, Jeugd en Zorg;mw. krijgt geen geld van svb voor pgb begeleiding individueel. het is haar hoofdinkomen, dus mw. komt hopeloos in de problemen.;Nee;Telefonisch;
Onderwijs, Jeugd en Zorg;mijn kind is 18 jaar geworden, krijgt geen hulp van een instantie, woont met een vriend samen, krijgt financieel alleen hulp van mij.<br />Waarom moet ik nog steeds ouderbijdrage betalen?<br />;graag de ouderbijdrage laten vervallen.;Nee;
Onderwijs, Jeugd en Zorg;Meneer heeft een scootmobiel, als hij naar het stadsdeelkantoor wilt moet hij door een deur. Geadviseerd is dat hij dan zijn handen opsteekt als hij voor de deur is. Echter geeft hij aan dat hij soms een kwartier met zijn handen in de lucht staat. De vraag of er geen bel geplaatst kan worden. Meneer is een tijdje geleden door het raam gevallen toen hij het via de draaideur probeerde, toen is geadviseerd naar binnen te gaan via de deur. ;Schriftelijk;Nee;
Onderwijs, Jeugd en Zorg;Onze dochter is in de matching voor vervolg onderwijs geplaatst op een van haar laatste voorkeuren. Dat vinden wij onbegrijpelijk aangezien dat bij de meiden in de klas van haar niet zo is. Wij willen daarom ook ernstig bezwaar maken tegen deze plaatsing!V ;Telefonisch;Nee;
Onderwijs, Jeugd en Zorg;Geachte heer, mevrouw,<br /><br />Vandaag heeft ons het nieuws bereikt dat onze zoon Max is uitgeloot bij zijn eerste keus school: het 4e Gymnasium. Nu snap ik dat dat voor meer kinderen geldt, echter:<br />Max is nu geplaatst op het Pieter Nieuwland College helemaal in oost (wij wonen in west). Tevens is na de inschrijving steeds duidelijker geworden in zijn ontwikkeling dat hij een typisch categoraal gymnasium leerling is. Echter, wij niet wisten is dat men na de cito (score 549) alsnog de schoolrangschikking had kunnen aanpassen naar uitsluitend categoraal gymnasiumscholen.  En nu hij op PN is geplaatst hij dus ook niet meer naar een gymnasium school kan gaan in het 2e jaar omdat ze daar geen gym hebben.<br />Zijn basisschool, De Wiltzangh, is ook van mening dat een categoraal gymnasium het beste is voor hem.  ;Telefonisch;Nee;
Onderwijs, Jeugd en Zorg;Mijn zoon is niet geplaatst in de top 5 van zijn schoolkeuze voor de middelbare school.;Loting opnieuw uitvoeren aangezien er waarschijnlijk fouten zijn gemaakt bij de matching ;Nee;
Onderwijs, Jeugd en Zorg;Mijn zoon Rowan Pastijn is op Caland 2 geplaatst een school buiten zijn lijst!Er was belooft je komt zeker in de top 3 van je lijst !Alle scholen die geschikt waren voor mijn zoon,hebben we op de lijst gezet,na de vele bezoeken aan de scholen.Nu heeft dat niet tot het gewenste resultaat geleid en moet hij naar een school die veel te ver weg is,een uur reizen,die ook totaal niet bij hem past,hij moet met een ipad over straat(overval gevoelig vooral in die buurt)maar vooral hij wil er niet heen.Op stichting vsa lees je dat er heel veel mismatches zijn,te belachelijk voor woorden,er moet iets aan gedaan worden!<br />Als ik zelf iets kan doen hoor ik dat graag zo snel mogelijk of moet ik soms buiten de stad gaan zoeken naar een school?;Een passende oplossing zoeken,zodat niet alle kinderen uren onderweg zijn naar school.Er moet ook nog huiswerk gemaakt worden en ruimte zijn voor te sporten of een hobby.Misschien matchen op postcode!;Nee;
Onderwijs, Jeugd en Zorg;Test rve Wonen op keuze Onderwijs, Jeugd en Zorg ;Test rve Wonen op keuze Onderwijs, Jeugd en Zorg;Nee;
Openbare ruimte;Wij zijn niet opgenomen in de strooi route bij gladheid en willen graag worden opgenomen. Het betreft het adres Mediarena waar Endemol al bijna vijf jaren is gehuisvest.;Stadsdeel Zuid Oost alleen deze zijn verantwoordelijk voor stoepen en fietspaden zo hebben wij begrepen.;Opnemen in de strooiroute;
Openbare ruimte;vorig weekend heb ik melding 0332226 aangemaakt. Maandag kreeg ik bericht dat de melding opgelost is. Dit was NIET het geval. Wel zag ik woensdag dat 2 van de 4 wrakken een oranje sticker hadden gekregen meldingactie nav de melding loopt wel. <br />Ik heb gebeld over de andere 2 wrakken. Die zouden niet als wrak gezien zijn maar ze staan al jaren ongebruikt! Uit de scooter hangen ook draadjes los. Ze worden echt niet meer gebruikt!!<br />De vrouw aan de telefoon zou hiervoor een nieuwe melding aan maken. Daar heb ik nooit een bevestiging van ontvangen en ik zie ook niets op de kaart staan. Alleen melding 0332226 die nog altijd ten onrechte op afgerond staat.<br /><br />Ik wil jullie vragen zo snel mogelijk alsnog de volledige melding te heropenen, serieus te nemen en ook de andere 2 wrakken van een sticker te voorzien.<br /><br />Vriendelijke groeten, Brigit;Ja, ik heb er al over gebeld met14020 maar is niet correct opgepakt;Zo snel mogelijk melding 0332226 heropenen, serieus nemen en ook de andere 2 wrakken van een sticker voorzien. En graag de melding pas aflsuiten als die ook helemaal opgelost is, lees: als de wrakken daadwerkelijk verwijderd zijn (of de eigenaar opgedoken is en iets met de wrak (ken) gaat doen.;
Openbare ruimte;Stadsdeel Nieuw-West verzuimd meerdere keren per jaar om het grofvuil op te halen waardoor de straat verloedert.;de afdeling openbare ruimte. en de grofvuil ophaaldienst.;Zorgen dat het grofvuil gewoon netjes opgehaald wordt op de dagen dat het moet worden opgehaald en zorgdragen dat de buurt netjes blijft.;
Openbare ruimte;Op mijn klacht met registratienummer MORA-0349672 heb ik antwoord gekregen dat er een nieuwe container wordt geplaatst. Vanavond lag er wederom een plasticberg naast de container.<br /><br />Kunt aangeven wanneer de container geplaatst wordt?<br />;Ik heb een reactie gehad met referentie MORA-0349672;nieuwe container plaatsen of tijdelijk een extra container;
Openbare ruimte;Zwart werk <wbr />/ handel - scooter garage + hang jongeren die heel veel lawaai en herrie maken ..<br /><br />Jongens die met scooter <wbr />/ motors stunten uithalen.. Gevaarlijke acties verrichten waarbij kinderen hier op straat spelen. Garage's hof op de hoogte van Slauerhoffstraat nr 48<wbr />/46 - 1064TG Amsterdam;Nee;Door deze personen heb ik auto bekeuring gehad waarbij mijn auto al meer dan 10 jaar voor of naast mijn eigen deur woning staat. <br />Spoed Oplossing graag ! Opruimen ! Deze boelshit.. We wonen al 10 jaar hebben <wbr />/ hadden geen last <br />Sinds november zeer irriterend gedrag. Weg hiermee tussen de straat en woon buurt.;
Openbare ruimte;Ik heb heel erg vaak gebeld over overlast van een terras naast mijn winkel. Hierdoor werd ik van afdeling naar afdeling gestuurd, echt van het kastje naar de muur en zonder resultaat. De medewerker had direct de klacht aan moeten nemen en een melding moeten maken in plaats van mij van links naar rechts te sturen. ;Medewerkers 14020;Zorgen dat de medewerkers beter opgeleid zijn, zodat ze mensen direct en op de juiste manier van dienst kunnen zijn en ervoor zorgen dat het bij de juiste afdeling terecht komt en ook in behandeling wordt genomen. ;
Openbare ruimte;Geachte hr.<wbr />/mevr,<br />Sinds 14-03-2015 ben ik bezig met een klacht over een lantaarnpaal die zeer dicht (70,5 cm) van mijn balkon is geplaatst.<br />Deze schijnt zeer hinderlijk naar binnen en nodigt ook uit tot inbraak, ddor via deze lantaarnpaal op mijn balkon te klimmen. Sinds ik deze klacht heb ingediend is er mijns inziens niets met de afhandeling gebeurt. Herhaaldelijk is mij toegezegd dat ik hieover teruggebeld zou worden, maar zelfs dat gebeurt niet.<br />Aangezien het de Gemeente kennelijkt te veel moeite kost biedt ik u aan om zelf iets aan deze lantaarnpaal te doen.;;Deze lantaarnpaal verplaatsen, of het naar binnen schijnende licht af te schermen. Tevens wens ik dat er een voorziening wordt getroffen zodat het niet mogelijk is om via deze paal bij mij binnen te komen.;
Openbare ruimte;Er worden bomen gekapt in de straat waar de winkel van de klant zich bevindt. Hier zou schriftelijk melding van gemaakt worden, maar dit is niet gebeurt.;Voortaan ruim van te voren, voor zover dat kan, schriftelijk melden, zodat winkeliers rekening kunnen houden met eventueel onbereikbaarheid. ;Nee;
Openbare ruimte;de bestuurder uit de prullenbak dienst, in plaats van het schoonmaken, heeft gevaarlijke objecten vallen op de vloer in de voorkant van mijn gebouw. Ik heb getuige dit vanuit mijn raam. na te lopen op de container, keek hij naar zijn puinhoop en ging weg. Dit is niet de eerste keer !!!!<br /> kenteken van uw werknemer is BZ-NB-93;Nee;Geen voorkeur;
Openbare ruimte;De bomen Voor onze tuin nemen het licht en de zon weg in de kamer;De bomen kandeleren zodat ze smaller worden;Ja;
Openbare ruimte;Er staat bij postjesweg 65 een bord bij de fietsenrekken dat er wegenswerkzaamheden en<wbr />/of ivm art 170 op 26 mei fietsen worden verwijderd. Ik heb gebeld met de gemeente Amsterdam en nu blijkt het om oude fietsen weghalen te gaan. Dat is erg onduidelijk gecommuniceerd naar de burgers. Het lijkt nu alsof iedereen zijn fiets moet weghalen ivm werkzaamheden. Ik woon daar en dacht dat ik mijn fiets moest weghalen daar. Het is daar altijd een chaos, want daar zit de AH. Zodra de AH sluit is het rustig bij de fietsenrekken. Dus als uw handhavers om 6 uur 's avonds komen, dan hebben ze heel wat te doen. Als ze om 6 uur 's morgens komen is er niets aan de hand. Nuttig allemaal!!<br /><br />Met vriendelijke groet,<br />A. Blasweiler;Ik wil dat de gemeente duidelijk communiceert naar zijn burgers. Wat is precies de bedoeling met een bord. Hoe moet de burger weten dat ze oude fietsen weghalen, als ze het hebben over werkzaamheden of over art. 170? ;Nee;
Openbare ruimte;Op 8 mei heb ik bericht gekregen dat er een  nieuwe vuilnispas naar ons adres gestuurd zou worden.Tot op heden heb ik niets ontvangen.<br />Ik kan nu geen gebruik maken van de vuilniscontainers.;Nee;Per e-mail;
Openbare ruimte;In september een vraag gesteld m.b.t. onderhoud vijver, MORA-0210272 'Graag wilde ik even melden dat de vijver die achter ons huis ligt inmiddels volgroeit met onderwaterplanten ik kan u foto's sturen als dat nodig is.' <br />Als aanvullende informatie kreeg ik terug: Aanvullende informatie:  Wordt in het groot onderhoud meegenomem.<br /><br />Er heeft bij mijn weten tot op heden nog geen onderhoud plaats gevonden.;Ja;8-9-2014;
Openbare ruimte;Betreft melding: 2015-0400313, lichtnummer: 150666<br /><br />Al meerdere malen en meerdere jaren heb ik gemeld dat er draadeinden uit de grond steken en kabels voor het aanleggen van openbare verlichtingspunten. Tot op heden zijn deze nooit geplaatst. <br /><br />Er is ruim voldoende verlichting in de binnentuinen van het Andreas Ensemble, extra verlichting is niet nodig. Kunnen daarom eindelijk deze uitstekende draadeinden en kabels worden verwijderd??<br /><br />Telkens komt en een kul antwoord, de laatste dat dit kabels van de KPN zou betreffen. Ik kan me niet voorstellen dat hier als eens iemand echt naar heeft gekeken en deze klacht serieus heeft genomen. Dagelijks lopen hier vooral kinderen langs (naar de creche op de hoek) en deze situatie is uiteraard niet veilig!<br /><br />Graag de gepaste actie ondernemen.;Graag de gepaste actie ondernemen.;Ja;
